Timestamp,Drive ESC 1 Temp,Drive ESC 1 RPM,Drive ESC 1 Current,Drive ESC 1 Consumption,Drive ESC 1 Voltage,Drive ESC 2 Temp,Drive ESC 2 RPM,Drive ESC 2 Current,Drive ESC 2 Consumption,Drive ESC 2 Voltage,Weapon ESC Temp,Weapon ESC RPM,Weapon ESC Current,Weapon ESC Consumption,Weapon ESC Voltage,Arm ESC Temp,Arm ESC RPM,Arm ESC Current,Arm ESC Consumption,Arm ESC Voltage,Battery Voltage,Total Current,Total Consumption,Signal Strength
18_30_13_301297,0,0,0.0,0,0.0,0,0,0.0,0,0.0,42.65,0,0.0,0.0,23.79,42.58,0,224.78,0.0,23.75,23.75,224.78,0.0,-106
18_30_13_374053,0,0,0.0,0,0.0,0,0,0.0,0,0.0,42.63,0,0.0,0.0,23.93,42.62,0,225.0,0.0,23.78,23.78,225.0,0.0,-106
18_30_13_473823,0,0,0.0,0,0.0,0,0,0.0,0,0.0,42.65,0,0.0,0.0,23.8,4.73,459,0.0,0.0,3.33,3.33,0.0,0.0,-106
18_30_13_573520,0,0,0.0,0,0.0,0,0,0.0,0,0.0,42.61,0,0.0,0.0,23.91,42.61,1,225.0,0.0,23.64,23.64,225.0,0.0,-107
18_30_13_664278,0,0,0.0,0,0.0,0,0,0.0,0,0.0,42.61,0,0.0,0.0,23.91,42.65,0,225.22,0.0,23.8,23.8,225.22,0.0,-106
18_30_13_773023,0,0,0.0,0,0.0,0,0,0.0,0,0.0,42.62,0,0.0,0.0,23.91,42.62,0,224.93,0.0,23.78,23.78,224.93,0.0,-107
18_30_13_843799,0,0,0.0,0,0.0,0,0,0.0,0,0.0,42.59,1,0.02,0.0,23.89,42.62,0,224.95,0.0,23.78,23.78,224.97,0.0,-106
18_30_13_943921,0,0,0.0,0,0.0,0,0,0.0,0,0.0,42.63,0,0.0,0.0,23.94,15.97,0,0.0,0.0,0.0,0.0,0.0,0.0,-106
18_30_14_034629,0,0,0.0,0,0.0,0,0,0.0,0,0.0,42.63,0,0.0,0.0,23.94,42.62,0,224.93,0.0,23.78,23.78,224.93,0.0,-107
18_30_14_123391,0,0,0.0,0,0.0,0,0,0.0,0,0.0,42.61,0,0.0,0.0,23.91,42.62,0,224.93,0.0,23.78,23.78,224.93,0.0,-107
18_30_14_200281,0,0,0.0,0,0.0,0,0,0.0,0,0.0,42.61,0,0.0,0.0,23.92,42.62,0,224.95,0.0,23.78,23.78,224.95,0.0,-107
18_30_14_292938,0,0,0.0,0,0.0,0,0,0.0,0,0.0,42.65,0,0.0,0.0,23.93,42.65,0,225.12,0.0,23.79,23.79,225.12,0.0,-107
18_30_14_350784,0,0,0.0,0,0.0,0,0,0.0,0,0.0,42.65,0,0.0,0.0,23.93,42.61,0,224.83,0.0,23.78,23.78,224.83,0.0,-107
18_30_14_474452,0,0,0.0,0,0.0,0,0,0.0,0,0.0,125.22,12169,0.0,0.0,88.33,42.65,0,225.15,0.0,23.66,23.66,225.15,0.0,-107
18_30_14_586155,0,0,0.0,0,0.0,0,0,0.0,0,0.0,42.66,0,0.0,0.0,23.81,42.65,0,225.15,0.0,23.66,23.66,225.15,0.0,-107
18_30_14_722790,0,0,0.0,0,0.0,0,0,0.0,0,0.0,42.59,0,0.0,0.0,23.91,42.59,0,224.9,0.0,23.77,23.77,224.9,0.0,-107
18_30_14_729774,0,0,0.0,0,0.0,0,0,0.0,0,0.0,42.59,0,0.0,0.0,23.91,42.61,0,224.9,0.0,23.77,23.77,224.9,0.0,-107
18_30_14_832611,0,0,0.0,0,0.0,0,0,0.0,0,0.0,42.65,0,0.0,0.0,23.81,42.61,0,224.93,0.0,23.79,23.79,224.93,0.0,-107
18_30_14_938214,0,0,0.0,0,0.0,0,0,0.0,0,0.0,42.65,0,0.0,0.0,23.94,42.61,0,224.93,0.0,23.79,23.79,224.93,0.0,-107
18_30_15_031963,0,0,0.0,0,0.0,0,0,0.0,0,0.0,42.58,1,0.02,0.0,23.9,42.62,1,224.88,0.0,23.79,23.79,224.9,0.0,-107
18_30_15_134688,0,0,0.0,0,0.0,0,0,0.0,0,0.0,42.58,1,0.02,0.0,23.9,42.66,0,225.17,0.0,23.8,23.8,225.19,0.0,-107
18_30_15_251394,0,0,0.0,0,0.0,0,0,0.0,0,0.0,42.61,1,0.0,0.0,23.92,42.63,2,224.98,0.0,23.8,23.8,224.98,0.0,-107
18_30_15_322187,0,0,0.0,0,0.0,0,0,0.0,0,0.0,42.66,0,0.0,0.0,23.94,42.63,2,224.98,0.0,23.8,23.8,224.98,0.0,-107
18_30_15_413941,0,0,0.0,0,0.0,0,0,0.0,0,0.0,42.62,0,0.0,0.0,23.91,42.68,1,225.17,0.0,23.8,23.8,225.17,0.0,-107
18_30_15_494725,0,0,0.0,0,0.0,0,0,0.0,0,0.0,42.62,0,0.0,0.0,23.91,42.66,0,225.24,0.0,23.8,23.8,225.24,0.0,-107
18_30_15_541617,0,0,0.0,0,0.0,0,0,0.0,0,0.0,42.62,0,0.0,0.0,23.91,42.58,1,224.73,0.0,23.76,23.76,224.73,0.0,-107
18_30_15_664272,0,0,0.0,0,0.0,0,0,0.0,0,0.0,42.62,0,0.0,0.0,23.92,42.58,1,224.73,0.0,23.76,23.76,224.73,0.0,-107
18_30_15_757024,0,0,0.0,0,0.0,0,0,0.0,0,0.0,42.58,1,0.05,0.0,23.9,42.61,0,224.95,0.0,23.63,23.63,225.0,0.0,-106
18_30_15_855760,0,0,0.0,0,0.0,0,0,0.0,0,0.0,42.59,0,0.0,0.0,23.77,42.63,1,224.98,0.0,23.79,23.79,224.98,0.0,-107
18_30_15_988406,0,0,0.0,0,0.0,0,0,0.0,0,0.0,42.59,0,0.0,0.0,23.77,42.62,0,224.93,0.0,23.78,23.78,224.93,0.0,-106
18_30_16_094124,0,0,0.0,0,0.0,0,0,0.0,0,0.0,42.65,0,0.0,0.0,23.92,42.62,0,224.93,0.0,23.78,23.78,224.93,0.0,-107
18_30_16_134028,0,0,0.0,0,0.0,0,0,0.0,0,0.0,42.61,0,0.0,0.0,23.9,42.66,0,225.2,0.0,23.82,23.82,225.2,0.0,-107
18_30_16_183020,0,0,0.0,0,0.0,0,0,0.0,0,0.0,42.61,1,0.02,0.0,23.91,42.61,0,224.85,0.0,23.79,23.79,224.87,0.0,-107
18_30_16_328497,0,0,0.0,0,0.0,0,0,0.0,0,0.0,42.61,1,0.02,0.0,23.91,42.61,0,224.93,0.0,23.78,23.78,224.95,0.0,-107
18_30_16_406288,0,0,0.0,0,0.0,0,0,0.0,0,0.0,42.61,0,0.02,0.0,23.91,42.62,0,224.9,0.0,23.77,23.77,224.92,0.0,-107
18_30_16_492058,0,0,0.0,0,0.0,0,0,0.0,0,0.0,42.61,0,0.0,0.0,23.92,42.62,0,224.9,0.0,23.77,23.77,224.9,0.0,-106
18_30_16_575835,0,0,0.0,0,0.0,0,0,0.0,0,0.0,42.65,0,0.0,0.0,23.93,42.65,0,225.1,0.0,23.79,23.79,225.1,0.0,-106
18_30_16_688541,0,0,0.0,0,0.0,0,0,0.0,0,0.0,42.65,0,0.0,0.0,23.93,42.61,0,224.85,0.0,23.79,23.79,224.85,0.0,-107
18_30_16_723521,0,0,0.0,0,0.0,0,0,0.0,0,0.0,42.62,1,0.02,0.0,23.92,42.61,0,224.88,0.0,23.77,23.77,224.9,0.0,-106
18_30_16_876033,0,0,0.0,0,0.0,0,0,0.0,0,0.0,42.61,0,0.0,0.0,23.9,42.61,0,224.88,0.0,23.77,23.77,224.88,0.0,-107
18_30_16_952041,0,0,0.0,0,0.0,0,0,0.0,0,0.0,42.66,0,0.0,0.0,23.93,42.66,0,225.15,0.0,23.79,23.79,225.15,0.0,-106
18_30_16_986737,0,0,0.0,0,0.0,0,0,0.0,0,0.0,42.66,0,0.0,0.0,23.93,42.63,0,225.17,0.0,23.79,23.79,225.17,0.0,-107
18_30_17_189516,0,0,0.0,0,0.0,0,0,0.0,0,0.0,42.59,1,0.02,0.0,23.89,42.66,0,225.15,0.0,23.67,23.67,225.17,0.0,-107
18_30_17_208396,0,0,0.0,0,0.0,0,0,0.0,0,0.0,42.61,0,0.0,0.0,23.91,42.66,0,225.15,0.0,23.67,23.67,225.15,0.0,-106
18_30_17_269991,0,0,0.0,0,0.0,0,0,0.0,0,0.0,42.63,0,0.02,0.0,23.93,42.66,0,225.22,0.0,23.8,23.8,225.24,0.0,-107
18_30_17_385671,0,0,0.0,0,0.0,0,0,0.0,0,0.0,42.63,1,0.02,0.0,23.93,42.62,0,224.95,0.0,23.77,23.77,224.97,0.0,-106
18_30_17_478709,0,0,0.0,0,0.0,0,0,0.0,0,0.0,42.58,1,0.02,0.0,23.89,42.65,0,225.24,0.0,23.67,23.67,225.26,0.0,-107
18_30_17_589126,0,0,0.0,0,0.0,0,0,0.0,0,0.0,42.58,1,0.02,0.0,23.89,42.65,0,225.24,0.0,23.67,23.67,225.26,0.0,-107
18_30_17_637995,0,0,0.0,0,0.0,0,0,0.0,0,0.0,42.61,0,0.0,0.0,23.92,42.62,0,224.98,0.0,23.64,23.64,224.98,0.0,-107
18_30_17_759670,0,0,0.0,0,0.0,0,0,0.0,0,0.0,42.61,0,0.0,0.0,23.91,42.62,1,224.95,0.0,23.8,23.8,224.95,0.0,-107
18_30_17_851714,0,0,0.0,0,0.0,0,0,0.0,0,0.0,42.61,0,0.0,0.0,23.91,42.61,0,224.93,0.0,23.78,23.78,224.93,0.0,-107
18_30_17_893020,0,0,0.0,0,0.0,0,0,0.0,0,0.0,42.59,0,0.0,0.0,23.92,42.61,0,224.93,0.0,23.78,23.78,224.93,0.0,-107
18_30_18_064503,0,0,0.0,0,0.0,0,0,0.0,0,0.0,42.66,0,0.0,0.0,23.94,42.61,0,224.93,0.0,23.64,23.64,224.93,0.0,-107
18_30_18_106745,0,0,0.0,0,0.0,0,0,0.0,0,0.0,42.65,0,1.25,0.0,23.81,42.61,0,224.95,0.0,23.64,23.64,226.2,0.0,-107
18_30_18_287462,0,0,0.0,0,0.0,0,0,0.0,0,0.0,42.65,0,1.25,0.0,23.81,42.65,0,225.15,0.0,23.68,23.68,226.4,0.0,-107
18_30_18_325408,0,0,0.0,0,0.0,0,0,0.0,0,0.0,42.65,738,0.0,0.0,23.81,42.66,0,225.17,0.0,23.67,23.67,225.17,0.0,-107
18_30_18_383930,0,0,0.0,0,0.0,0,0,0.0,0,0.0,42.62,885,1.25,0.0,23.77,42.66,0,225.17,0.0,23.67,23.67,226.42,0.0,-107
18_30_18_552831,0,0,0.0,0,0.0,0,0,0.0,0,0.0,42.61,1324,1.22,0.0,23.78,42.58,1,224.71,0.0,23.62,23.62,225.93,0.0,-107
18_30_18_614585,0,0,0.0,0,0.0,0,0,0.0,0,0.0,42.61,1324,1.22,0.0,23.78,42.62,0,224.93,0.0,23.65,23.65,226.15,0.0,-107
18_30_18_698359,0,0,0.0,0,0.0,0,0,0.0,0,0.0,42.61,1324,1.25,0.0,23.76,42.58,1,224.68,0.0,23.63,23.63,225.93,0.0,-106
18_30_18_850547,0,0,0.0,0,0.0,0,0,0.0,0,0.0,42.59,748,1.25,0.0,23.77,42.65,0,225.15,0.0,23.53,23.53,226.4,0.0,-109
18_30_19_130429,0,0,0.0,0,0.0,0,0,0.0,0,0.0,42.59,3466,0.78,0.0,22.56,14.18,0,22.18,0.0,0.0,0.0,22.96,0.0,-107
18_30_19_216973,0,0,0.0,0,0.0,0,0,0.0,0,0.0,42.66,441,4.97,0.0,23.8,42.66,0,225.2,0.0,23.03,23.03,230.17,0.0,-107
18_30_19_245119,0,0,0.0,0,0.0,0,0,0.0,0,0.0,42.61,689,3.75,0.0,23.77,42.68,0,225.22,0.0,23.66,23.66,228.97,0.0,-107
18_30_19_376546,0,0,0.0,0,0.0,0,0,0.0,0,0.0,42.61,859,5.0,0.0,23.77,42.68,0,225.22,0.0,23.66,23.66,230.22,0.0,-107
18_30_19_475602,0,0,0.0,0,0.0,0,0,0.0,0,0.0,42.61,1006,6.24,0.0,23.77,42.62,0,225.02,0.0,23.64,23.64,231.26,0.0,-107
18_30_19_569128,0,0,0.0,0,0.0,0,0,0.0,0,0.0,42.61,1272,4.97,0.0,23.77,42.58,1,224.76,0.0,23.64,23.64,229.73,0.0,-107
18_30_19_608926,0,0,0.0,0,0.0,0,0,0.0,0,0.0,42.66,1272,4.97,0.0,23.81,42.61,0,224.95,0.0,23.65,23.65,229.92,0.0,-107
18_30_19_735644,0,0,0.0,0,0.0,0,0,0.0,0,0.0,42.61,1364,3.75,0.0,23.77,42.61,0,224.95,0.0,23.65,23.65,228.7,0.0,-106
18_30_19_827341,0,0,0.0,0,0.0,0,0,0.0,0,0.0,42.66,1488,3.75,0.0,23.81,42.61,0,224.88,0.0,23.63,23.63,228.63,0.0,-107
18_30_19_866240,0,0,0.0,0,0.0,0,0,0.0,0,0.0,42.68,1496,2.5,0.0,23.8,42.61,0,224.9,0.0,23.64,23.64,227.4,0.0,-107
18_30_19_995893,0,0,0.0,0,0.0,0,0,0.0,0,0.0,42.68,1496,2.5,0.0,23.8,42.62,0,224.9,0.0,23.64,23.64,227.4,0.0,-108
18_30_20_107592,0,0,0.0,0,0.0,0,0,0.0,0,0.0,42.62,1552,3.75,0.0,23.78,42.62,0,224.9,0.0,23.64,23.64,228.65,0.0,-107
18_30_20_204334,0,0,0.0,0,0.0,0,0,0.0,0,0.0,42.62,1632,2.5,0.0,23.78,42.61,0,224.88,0.0,23.65,23.65,227.38,0.0,-106
18_30_20_305064,0,0,0.0,0,0.0,0,0,0.0,0,0.0,42.61,1618,2.5,0.0,23.78,42.58,1,224.76,0.0,23.63,23.63,227.26,0.0,-106
18_30_20_392308,0,0,0.0,0,0.0,0,0,0.0,0,0.0,42.61,1618,2.5,0.0,23.78,42.59,0,224.9,0.0,23.64,23.64,227.4,0.0,-107
18_30_20_474610,0,0,0.0,0,0.0,0,0,0.0,0,0.0,42.61,1656,2.5,0.0,23.78,42.59,0,224.9,0.0,23.64,23.64,227.4,0.0,-107
18_30_20_558386,0,0,0.0,0,0.0,0,0,0.0,0,0.0,42.61,1716,3.72,0.0,23.78,42.61,1,224.93,0.0,23.64,23.64,228.65,0.0,-107
18_30_20_656125,0,0,0.0,0,0.0,0,0,0.0,0,0.0,42.61,1691,2.47,0.0,23.77,42.56,1,224.68,0.0,23.63,23.63,227.15,0.0,-107
18_30_20_697208,0,0,0.0,0,0.0,0,0,0.0,0,0.0,42.61,1691,2.47,0.0,23.77,42.65,0,225.12,0.0,23.65,23.65,227.59,0.0,-108
18_30_20_823678,0,0,0.0,0,0.0,0,0,0.0,0,0.0,42.61,1718,2.5,0.0,23.77,42.65,12797,225.12,0.0,23.65,23.65,227.62,0.0,-106
18_30_20_934382,0,0,0.0,0,0.0,0,0,0.0,0,0.0,42.63,1762,2.5,0.0,23.78,42.61,0,224.95,0.0,23.63,23.63,227.45,0.0,-108
18_30_20_959316,0,0,0.0,0,0.0,0,0,0.0,0,0.0,42.65,1748,2.47,0.0,23.8,42.61,0,224.93,0.0,23.64,23.64,227.4,0.0,-107
18_30_21_088968,0,0,0.0,0,0.0,0,0,0.0,0,0.0,42.65,1748,2.47,0.0,23.8,42.61,0,224.93,0.0,23.64,23.64,227.4,0.0,-107
